,Gender,Review,Rating
26702,M,"Great working with Abhishek... going above and beyond to deliver a great looking, great functioning solutions. Would love to work with you again!",5.0
26703,M,"I was able to chat with Ragni throughout the PHP script development, and I was testing it live as he worked on changes. He would listen to my feedback and make the changes as needed and was very quick to do so. He fixed all problems and even added some extra functionality which was not part of the original project. It was a job well done and I'll be going straight to Ragni any time I need some more web development done.

Great Job!",5.0
26704,,Amazing guy,5.0
26705,M,He is brilliant in this field. He built me an universal windows app in a short time and with ease. I will surely work together. Highly Recommended!,5.0
26706,,Good communication and high quality.,5.0
26707,,He provided several drafts and responded very quickly to design changes.,5.0
26708,,Smooth transaction. Good work!,5.0
26709,M,great work. i will hire him again for sure.,4.9
26710,M,Excellent designer for logo.,5.0
26711,M,"Provided the service on time with proves
Creates a room for dealing with him again",5.0
26712,M,Solid end product!,5.0
26713,M,He did an excellent job!  We will be working with him long term!,5.0
26714,,Como siempre han realizado un trabajo muy limpio y elegante.,5.0
26715,M,Great work as usual.,5.0
26716,M,"Great job, happy with the work",5.0
26717,M,Did an awesome job with the article!,5.0
26718,M,Great worker,5.0
26719,,muy buena comunicacion y cumplimiento de requerimientos ! siempre atentos a todo. Recomendadoss,5.0
26720,M,"Great Work as aways, send time I hire him and was a very good experience.",5.0
26721,M,absolutely recommended!,5.0
26722,M,"Md E. is a fantastic professionnal. Open to new ideas, already providing a lot of different ones, we have already hired him for another task !",5.0
26723,M,"Great communication, flexible  and easy to work with",4.9
26724,,excellent zoho programmer,5.0
26725,M,Good job.....,4.0
26726,M,"A pleasure, he is very responsive",5.0
26727,F,She is very good and responsible developer.,5.0
26728,,Great Worker. Very Good Compunications,4.9
26729,M,"Would highly recommend anyone to use Osipe as his work and communication was excellent.
Amazing developer! 5/5”.",5.0
26730,M,Bishr did fantastic work on a custom JS project.  He delivered in less than one day and precisely met all requirements.  He was flexible with minor changes and accommodated the specific constraints of the development environments.  True pleasure to work with him and I will hire him again!,5.0
26731,F,"Doinita was professional, efficient and conscientious.
Would definitely use her again.",5.0
26732,M,Ronald was an excellent designer. He was very prompt and responsive. We loved working with him!,5.0
26733,M,Dharmesh is professional FL to wrok with,5.0
26734,,They make major changes that affect your business without consulting you first.,5.0
26735,M,Very pro D3 Developer.  I really appreciated that they commented the code and provided changelog of their work.   They definitely provide high quality work.,4.8
26736,,"Great work, thank you",1.0
26737,,"great work, definitely hire again. hope it will provide an even better results",1.0
26738,M,Excellent work.,5.0
26739,M,"Good afternoon. Very poor communication skills.
He threatened to hack me and harm my websites.
I do not want to have anything more with him since this is a very dangerous person.
Please help me get the money back from him.
Also, be cautious - he'll steal me.
I provide evidence in support of the freelancer",4.4
26740,M,Dreamz Communications worked hard to produce the results I wanted. I am satisfied with the work they carried out which was timely and professional. Will definitely use again!,5.0
26741,M,"It was a very good experience working with Satyam C. He delivered on time and on budget, and most importantly he delivered quality work. I recommend hiring him for website making and design.",4.0
26742,,no comment,5.0
26743,M,Thanks for the quick help :),5.0
26744,M,"Good job.

[28 June, 2017] Code job and good communication.

[04 July, 2017] As our first job together, good job done, quickly and good quality.

[06 July, 2017] Again a good collaboration with Alex.

[17 July, 2017] Still a good collaboration with Alex.",5.0
26745,,Je recommande :),5.0
26746,M,"Another great experience, thank you",5.0
26747,M,Vikas is awesome! Will definitely work with him again!,4.8
26748,,great work as always,5.0
26749,M,"The freelancer did a great job with minimum supervision, has researched everything he needed for the project himself and delivered an excellent work. Very happy with the result.",1.0
26750,M,"Even though I was extremely picky, he still worked with me until I was completely satisfied",5.0
26751,M,Really wonderful work from a talented designer.,4.9
26752,M,Good work,5.0
26753,M,"Syed is an excellent communicator with probably the best English I've seen on Freelancer.com. He does exactly what he needs to do in order to get the job done, coming up with creative solutions along the way.  I highly recommend working with him.",5.0
26754,M,Good communication in a time where that can be difficult across borders - professional quality of product within the budget he had given. Really awesome work - Will definetly hire again when we need more 3D work done.,5.0
26755,M,"great work, will work with again",5.0
26756,M,he did an excellent job.,5.0
26757,M,"Zheng has been great to work with so far.  I've been working with several product outsource & communication experts & Zheng has been the most organized & prompt.  I appreciate his hard work, good organization, and expertise.  Look forward to working with him in the future..",5.0
26758,,........,5.0
26759,,"great work, was very happy with the outcome, big thanks",5.0
26760,F,"Nancy Has delivered the project as per out expectations, Happy to found her through [login to view URL] 

Wish you all the best for future projects. 
Thanks, 

Dhirendra",4.9
26761,M,Very quick edits. Great design. Thank you for all the help.,4.8
26762,M,"A+ Freelancer , Will Hire again.",4.5
26763,M,Great design skills.  Delivered all changes and required design variations quickly and exactly as requested.,5.0
26764,,good job,5.0
26765,M,"A man of business, knowing what he is doing, fast and pleasant.
Thank you Anamul !",5.0
26766,F,She is very good and very eager to deliver quality. Thank you!!,5.0
26767,M,This is the second project i worked with Cristhian and i found him really very proffessional and always on time . His work quality is really great and his acceptance for comments always positive,5.0
26768,M,......,5.0
26769,M,I like this Team very much! Honest and best service!,4.4
26770,M,Done work professionally with timely suggestions and advices.,5.0
26771,,"Great logo, Great freelancer. Thank you...

[10 March, 2018] Great work....",5.0
26772,M,"When I gave the project to Sourabha, I was very honest about my budget and the work being time consuming. 

Sourabha took the work, promised me that he never abandons work. But he stopped working on my project midway saying that he found it time consuming. Won't hire him again.",5.0
26773,M,Excellent service,5.0
26774,M,He finished my request before i awarded!  Amazing!,5.0
26775,M,The way he treated people in the last moment of deadline after promise is really impossible . A man like him is a curse for this website teasing clients for money and cheating.,5.0
26776,M,"The project is not completed according to the dispute

[25 April, 2017] Very helpfull",5.0
26777,F,"she was professional, on time and effective in understanding the project",5.0
26778,M,he was great and done my project prefect,5.0
26779,M,Jasbir is a very ethical and competent php programmer. I needed some help integrating a Braintree payment form. What I appreciate is that he did not take the job until he was sure he could do it  Before he took the job he was very clear about when he could finish it. He finished on time and did exactly what I needed. I highly recommend Jasbir.,5.0
26780,F,She did a fantastic job and completed designs very quickly. Would highly recommend and would hire again! Thank you!,5.0
26781,F,This is a first phase of the month to month project,5.0
26782,M,good guy a1! thank you x,5.0
26783,M,He has a strong work ethic and is excellent at what he does.,4.6
26784,M,"Thank you very much , I will work with again",5.0
26785,M,"Working with Mladen Savic was a real pleasure. 
He's fast, reliable, easily available for questions and fine tunings and the result is what we asked for. 
Highly recommended programmer who perfectly understands the client needs. 
Thank you  Mladen",5.0
26786,M,"Working with Vipul and the team was an absolute pleasure ! They paid attention to our requirements and ACTUALLY READ the detailed and complex scope for this project. I couldn't believe how quickly everything was delivered and how short the turnaround was on each of my requests, even when sending multiple requests around different tasks at the same time. I'm already preparing the scope for the next project and thank you guys again for all your support on this one !",5.0
26787,F,"Very talented and well skilled developer. Very good with Wordpress, CSS, and many other skills. Looking forward to our next project.",5.0
26788,,"Project I thought was impossible in GOLANG completed, no problems. Helped me use it and addon to it a long the whole way.",5.0
26789,M,Excellent work. delivered with a very short delay due to connection speed (5GB file transfer).,5.0
26790,F,"Easy to Communicate, fast and responsive.",5.0
26791,M,Professional,5.0
26792,M,It was good working with Sandeep. He was able to deliver the project assigned on time and the quality of work was as well satisfactory.,5.0
26793,M,"I needed fast and urgent work with great quality in mixing two songs. Even if I was scared a bit and stressed of failure,  Belal did a magic in couple of hours and saved my day! He made perfect mix of two songs, even more than I really needed and did all the tasks I had!
I'll definitely hire him again If I get sounds that needs to be edited, produced or something similar, he is a real professional!",2.2
26794,F,Creativity and fast understanding,5.0
26795,F,I really enjoy working with Lianna and look forward to continuing this working relationship,5.0
26796,M,Great job completed as requested.,5.0
26797,,Unfortunately quality of translation is below any reasonable level. Wasted my time here.,5.0
26798,M,"you can always find him not like other freelancer who will disappear. Excellent dev. Very proactive in solving hard issuers, responsive to many of our unexpected requests. In spite of the fact that we literary were building plain in the sky the this guys turned out to be very flexible and constantly focused on the great result. We actually got more then we paid for. Even after the final payment Sagar continue polish the product and work hard to get rid of all possible bugs. Thanks Sagar!!!",5.0
26799,M,Fantastic.,5.0
26800,,It was great working with Mark :),5.0
26801,,"Little HTML+JS work, but developer was committed in delivering project in specs quick, so I am really satisfied with result.",5.0
26802,M,excellent work highly recommended,5.0
26803,M,WARNING! DO NOT HIRE worst experience ever i had to pay him and he did nothing he acted as he was able to do the work and just wasted time and gave garbage work,5.0
26804,,thanks for your great work will hire again.,5.0
26805,M,Amazing programmer and a dream to work with. They took our vision and made it a reality.,5.0
26806,,"Very fun to work with, creative and a great person.",5.0
26807,F,Thanks for being responsive in our communication.,4.9
26808,M,My best experience on freelancer. This guy is brilliant.,5.0
26809,M,Bruno was very easy to deal with. He already had the job done prior to awarding it to him.,4.9
26810,F,"This project involved some pretty complicated graphing and database queries, she worked hard of both and got a great results.  Thanks!",5.0
26811,M,"I was looking for a After Effect Editor. At first I was a little skeptical since he had not completed many project. But I am glad that I choose him. He showed utmost professionalism, Patience & expertise to finish my project. The final product that he delivered is nothing short of brilliant and was way above my expectation. Last but not the least he is very affordable but don’t judge his work by what he charges. I highly recommend him for anybody who is looking for a After Effects Editor.",5.0
26812,,Very nice to work with.,5.0
26813,F,"Ms Mandy is brilliant to work with; efficient and helpful. The design was just what I wanted being fresh, modern and customer friendly. I would thoroughly recommend the team. she is very outstanding.  I give 100% for her work.",4.4
26814,M,Great Freelancer.,5.0
26815,M,"It was more than I expected, the solution offered was perfect. The attention was also quick and fluid",4.6
26816,M,Delivered within budget with slight delay.,4.8
26817,M,Harpreet was a clear standout when we selected our app developer and he didn't let us down. He has very good written and verbal communication. Our project was delivered in full. Well recommended.,5.0
26818,,one of the best writers,5.0
26819,M,Great understanding of the new changes !,5.0
26820,M,great,5.0
26821,,accurate and detailed... thank you,5.0
26822,F,Tanushree is a wonderful lady to work with!! She communicates fast and delivers on time. And her designs are simply the best!,5.0
26823,M,Good quality [login to view URL] to Work with him again.,4.6
26824,F,Shamima did an excellent job. She  worked hard to make sure I was satisfied. A++++,5.0
26825,,Perfect!,5.0
26826,,"They make everything easy for me, I am not a fullstacker, and they takecare everything, the web, the backend, the Apps, the server setup. 

A very Responsive PIC, easing me to transfering my idea to the end product. Less stress, during this project because they makes me feels collaborating with them instead hiring them. 

Good jobs bro..",5.0
26827,M,Awesome as usual!,5.0
26828,,well is the best freelancer i have ever met in terms of graphic design and marketing in general.,5.0
26829,M,Kerols was efficient and creative. His finished product was better than I had even anticipated.,5.0
26830,M,"Great communicator, delivered what I ask and did it efficiently and professionally - great guy who did great work!",5.0
26831,M,Started well doing a large part of the job and in very little time.  The impression our project manager had is that there were several different programmers working on the project because some tasks complicated tasks were delivered quickly and well done then other EXTREMELY easy tasks were not done correctly and there were errors inadmissible e mistakes like deleting code of functions that were not part of his task or reverting to previous versions of the software (in Git).  Since its hard to imagine that it was the same programmer making the basic mistakes and also complete the complex tasks we were not able to finish the project and get all the tasks done.  Unfortunately two of the most important and time consuming tasks of the project were not complete but because of the extended time frame we just gave up.,5.0
26832,M,works great. Fast and productive.,4.8
26833,F,Sharon is a wonderful person and a patient one too. She did a fine story line editing and proofreading. I loved her work and definitely work with her again.,5.0
26834,,Excellent!!! the best,4.8
26835,,Very patient and understanding. Plus very impressive skills make for a pleasant working experience.,5.0
26836,,very nice particle effects,5.0
26837,,Salah responded immediately and produced exactly what I wanted literally within five minutes! I was blown away. I only needed a small illustration and I provided a very rough example. He turned around a very professional result that gets great feedback from everyone who sees it.,5.0
26838,M,Rushi does his work responsibly and well. He is fast responsive to feedbacks and he closes out the tasks in good quality.  We were happy to work and we are already working with him on another project.,4.4
26839,,"Excellent freelancer, quality work. Would hire again.",4.9
26840,F,It was a pleasure working with Sohang S.  The final product high quality and met my needs.  Excellent job!,5.0
26841,M,Great developer!!!  Good Speed improve in my pages,5.0
26842,,very fast freelancer !!!  Highly Recommended !!,5.0
26843,,"Nice guy, good communication and work ethic. Thank you!",5.0
26844,M,good freelancer,5.0
26845,,This is a great hard working team.  They made sure the project was perfect before they requested completion.  We plan to use a the next opportunity.,4.8
26846,,Very good writer. A+,4.9
26847,M,"Amazing job, great communication, I get much more than expected. Definitely will work together again!",5.0
26848,,Great job!,5.0
26849,M,Good job Syed. Thanks.,4.9
26850,,"Great work!

[10 May, 2018] Thanks for your work!",5.0
26851,M,It was a pleasant experience to work with Raju. There were issues with my webhost and he supported me in resolving the issue as well even though it was not a part of the project. Not to mention that he delivered the project on time and on budget as well.,5.0
26852,M,"Never ever, even by mistake dont hire this freelancer. They are only able to work on outdated technologies and dont have competency to complete projects on Android or any other latest technologies. They will fool you by saying they have the required expertise but thats not the case. Dont trust their past review, they are all for small minor projects on outdated technologies. Stay away from this freelancer.",5.0
26853,F,Great work thanks,5.0
26854,M,Excellent as usual. we work together since more than a year and he never let me down.,5.0
26855,,Great Work! Looking forward to continuing working with you in the future.,4.8
26856,M,Good freelancer. have spent a lot of effort to finish the job. Thanks..,4.9
26857,,It was a pleasure working with him,5.0
26858,M,Great job!,5.0
26859,,Very skilled and professional graphic designer. Overall great experience and highly recommended,5.0
26860,F,The project went well. The creative actions made for a great site,5.0
26861,M,"easy, fast results and detailed!",5.0
26862,,Best Video Service ... thank you so much.,5.0
26863,M,Good communication and understanding,5.0
26864,,Great work as always :),5.0
26865,M,"Dealing with him is very special, he is a good and patient man",5.0
26866,M,"Was excellent working with Pedro, very professional",5.0
26867,M,"Raja is fantastic, very fast, dedicated, honest and particularly skilled.
I would recommend Raja to anyone and will definitely work again with him!",5.0
26868,,"Super good communication, fast work. Doesn't like too many edits tho haha, but would 100% hire again.",5.0
26869,M,Very good work he provided me with exactly what I wanted!! A++,5.0
26870,,Good work,5.0
26871,M,Rehan did an excellent job and had great communication. We werent able to complete the end result I was seeking but he and his team put in a tremendous amount of work and research and worked very hard. They are talented and highly recommended.,5.0
26872,M,"Realy fast and good work. It`s the second job he have done for us and i`m sure, not the last...",4.0
26873,M,"Gural is Excellent UI/UX Desiner, understood exactly what I was after. No revisions even required, the delivered work was exactly like what I wanted! Very Very happy!  Excellent work from freelancer, My requirements were understood 100% and the work delivered was on target. Highly recommended! A+++",5.0
26874,M,"I just cannot say enough good things about this freelancer. He is one of the best communicators I have ever worked with on here. Constantly willing to make changes to meet my wants and expectations. It is always a nerve wrecking process when selecting a freelancer, but I have the upmost confidence in anything that he does, because he will work very hard to make sure the customer is happy. I highly recommend working with him!",5.0
26875,M,"Work was ok, Fiction text english to german",4.9
26876,,"Great designer, very happy! Thanks!",4.5
26877,,willing to go that extra mile.,5.0
26878,,Todo perfecto!!!!,5.0
26879,,Work completed on time,1.0
26880,F,"I have worked with this freelancer multiple times. She does great work, turns things around in a timely fashion, and communicates very well. Highly recommend.",5.0
26881,F,Good performance. Great job.,5.0
26882,M,"it was difficult to tell what i want.
its my mistake.",5.0
26883,M,please get the work done good thanks,5.0
26884,M,"Great communication and response times, unfortunately this project was VERY URGENT and it turns out the project was MUCH LARGER than we had originally thought. So the fact that this project wasn't completed, is not entirely the fault of the Freelancer, we are also to blame.",4.8
26885,M,Great experience -- Highly recommended !,5.0
26886,,Another excellent delivery from Gautam.,5.0
26887,,"Great professionalism by this company, excellent project management skills",5.0
26888,,"Good job, thanks",5.0
26889,M,"very quick and good code

[16 November, 2017] everything went smooth!",5.0
26890,,Very professional.,5.0
26891,M,Excellent Freelancer. Would Hire again for sure.,5.0
26892,F,DEFINATELY WILL REHIRE!!!,5.0
26893,M,A true professional. I was extremely impressed with Danny's knowledge and work.,4.0
26894,M,Excellent Developer will keep working with our company in future.,1.6
26895,M,"We pick Carlos design out of 800+ entry.
Very amazing design.",4.5
26896,M,Great work on my Business Logo. Very helpful with suggestions that I put forward.,5.0
26897,M,Good work,5.0
26898,M,"Did a great job and very easy to deal with, will use again..",5.0
26899,M,"Excellent job, amazing writing skills and Highly recommended! Will work together again hopefully!",5.0
26900,,good work in fast time,4.9
26901,,Great. Work. Thank you!,5.0
26902,F,"Julia was very helpful, and responded quickly, even at odd hours of the day or night...she is an excellent person, 
and very quick in providing the work product...",3.4
26903,,thank you,5.0
26904,,Foi rápido e tinha experiência no projeto que eu precisava. Conseguiu fazer um programa bem simples que desejo aumentar no futuro.,5.0
26905,M,Darshana was very efficient and delivered high quality work first time. I will definitely be using him for future projects.,5.0
26906,M,Great coder. I recommend his service.,5.0
26907,M,"A+, very nice guy. easy to work with.",5.0
26908,M,goodd,5.0
26909,M,Great communication with designer...and great execution and delivery,4.8
26910,,"Thanks nikki, you are the best with magento 

will hire again",5.0
26911,,"Again SKG team did a fabulous job, was very supportive and professional. I highly recommend SKG .

[21 June, 2017] Its always best deliverable with this team... I would prefer SKG for all other projects as well...

[27 June, 2017] Once again great job..

[06 July, 2017] Once again, great team to work with, supportive all the time.",5.0
26912,F,Weaji is very prompt yet takes the time to understand the project.,4.0
26913,,thank you very much,5.0
26914,F,Everything.  She is very open and professional at her expertise.  It was a wonderful experience working with her.,5.0
26915,F,A well done job for my logo. I’m definitely coming back again.,5.0
26916,F,Great. She drew the maps brilliantly and corrected updates very quickly. Very happy with her work.,5.0
26917,M,EL proyecto fue a tiempo y con alta calidad,4.9
26918,F,Great Job.,5.0
26919,M,Awesome designer and professional.,5.0
26920,,She was very helpful throughout my shiny r application!,5.0
26921,,"He is very understandable, communactiv and hardworker guy.
I recommend him.",5.0
26922,M,"Michael was a dream to work with, he delivered ahead of schedule to a very tight deadline, and was not only helpful but highly professional, I am very pleased with the quality of his work and overall flexibility, I would not hesitate to recommend him, he is a pleasure to engage on any project,",4.6
26923,M,Barry did a great job on this legal evaluation. I was not sure 100% how to define the deliverables and Barry helped me do that by providing his expertise.,5.0
26924,,Work done very nicely,5.0
26925,M,great work,4.9
26926,,All perfect,5.0
26927,M,Great. Did what was required and found workarounds to a few problems we had with the project. Very pleased,5.0
26928,M,good coder with excellent communication,5.0
26929,F,Project completed well,5.0
26930,M,"todo bien, buena comunicacion",3.0
26931,,Fast and professional,5.0
26932,M,Good job,4.9
26933,M,Fantastic designer. Friendly and easy to work with. Got the idea I had right from the first try. Excellent work. Highly recommend,5.0
26934,,Five stars across the board does not describe accurately the job that Sourabh did. He delivered a PCB capable of more than I thought was possible. I look forward to many more projects. I am thrilled with the revisions.,5.0
26935,,best developer on freelancer thus far. will definitely design for my next project. great team and communication,5.0
26936,,Pleasure to work with,4.2
26937,,Project done quickly as requested and within established budget. I recommend,4.8
26938,F,"Patricia continues to ""wow"" us. She is excited about every detail of the illustration and never complains that there are too many. Even when there is a miscommunication, she patiently makes the necessary changes. Can't wait to give her our next task!",5.0
26939,M,Did great work and delivered everything we needed.,5.0
26940,,Great freelancer.,5.0
26941,M,muy comprometido y resolutivo.,5.0
26942,,great job!,4.5
26943,M,"He is excellent developer. Fast  turnaround! Good quality!
I will hire him again.",5.0
26944,F,Great work!!! Can only recommend,5.0
26945,M,Terrific work and even better communication along the way.,5.0
26946,M,excellent work!,5.0
26947,M,"Good work, thanks !!",5.0
26948,M,Thank you for your help!,5.0
26949,,Excellent work.,5.0
26950,,Great guys and good communication. Delivered our project on time and understood all our requirements well. Recommended!,5.0
26951,M,"Fantastic experience working with him. He was prompt, communicative and willing to multiple changes. I would hire him again.",5.0
26952,,Fast and excellent work.,5.0
26953,,very good in understanding project and very fast. i will highly recommend him.,5.0
26954,,"Great designer, fast communication.. Thanks so much",5.0
26955,M,"lulian is very intuitive and easy to work with, we had a few adjustments to discuss as we finished the product, and he was very accommodating. Would definitely recommend!!",5.0
26956,M,Amazing Work That Is Very Detailed. Will Definitely Work With Again.,5.0
26957,,"Good freelance, happy with the result.",5.0
26958,M,Shagul did a great job on what was needed. Exceeded expectations. will hire again for future projects. Attention to details and creative on his end.,5.0
26959,F,"Fixed an issue with Joomla quickly, pick him if you have any server or joomla tasks A++",5.0
26960,,Great service as always.,5.0
26961,M,Very Professional and Prompt.  So supportive they told us if we have any future problems please let them know.  One of the best I have dealt with on Freelancer,5.0
26962,M,The professional is expert and competent. Respect delivery times and execute all requests as agreed in the milestone. Recommended!,5.0
26963,,A very good developer.,5.0
26964,M,Will use again when needed,5.0
26965,,"good work again, does work in time and budget:)",5.0
26966,M,Very professional and humble freelancer. Excellent work ethic.,5.0
26967,M,"Very responsive and dependable, good work on time delivery.",5.0
26968,M,"Savio was professional and fast. They handled an edit quickly and professionally. Love the image, would definitely work with again.",5.0
26969,,good with design but charges more than expected,4.6
26970,M,he is the best  i will recommend it to anyone who has IT work,5.0
26971,M,Amazingly fast and did exactly as I requested. I would recommend and use Kavindu again.,5.0
26972,,good service,5.0
26973,M,Thank you,4.3
26974,,"Excellent work!  Great freelancer.  I was very pleased.  Project done on time, and accurate.",5.0
26975,M,"Great work! A1, would buy again",5.0
26976,M,"Excellent quality work, just as always. He understood everything quickly and completed the animation with a very fast pace. .",5.0
26977,,Great service!,5.0
26978,M,"Foyez was incredibly patient with us on this project, and showed initiative and creativity in working through things as they popped up.  Eager to work together again soon!",5.0
26979,F,"I would 100% recommend services of this team they have very good understanding of cryptocurrency, blockchain based project development. I am very happy to work with goldy and her team. The best quality of the team is timely delivery with quality work. I will work with them in long term basis for my project feature enhancement and maintenance work thank you so much for your services.",5.0
26980,,Great job Laurie.  Thank you.,5.0
26981,M,Very good,5.0
26982,,"Good communication, Qualified developer.. Will hire again....",5.0
26983,,This guy goes above and beyond to help and make your life easier!,5.0
26984,M,"He took some time to respond, but overall happy with the design",4.8
26985,M,accurate quality work,5.0
26986,,Great communication and delivery of task.,5.0
26987,,"Mituka was reliable and fast to respond throughout, thank you.",4.4
26988,,"Excellent work was done, timely project completion, very prompt with all steps we had mentioned, cooperative. Thank you",5.0
26989,M,Great thinking out of thr box! Would strongly recommend! Good job!,5.0
26990,M,Fast work and good communication!,5.0
26991,,Great Work,5.0
26992,,Very Punctual with high quality work and good communication,5.0
26993,,Fast and excellent,5.0
26994,F,Good Work,5.0
26995,M,delivered the project,5.0
26996,M,"Good guy, working on a ton of projects with this guy in the future.",4.4
26997,M,Coder have done his work properly.,4.0
26998,M,Fantastic work!,5.0
26999,,Was on time and presented extra designs. Not the custom design that I was looking for. Communication was abrupt and more focussed on getting paid up front than the creative work to be done.,5.0
27000,M,Michael W. was great to work with.  Very professional and did a great job!,5.0
27001,M,Got exactly what I wanted. I had a couple of issues with my Eclipse version but managed to change the code to reflect that.,5.0
27002,M,All good super service !,4.8
27003,M,"Mariusz was very responsive and professional.  This was not the right project for him, but I would definitely hire him again. He made every effort to complete the project.",5.0
27004,M,"5 Star all the way. The service, response time, effort are always exceptional and on point than you for your effort. Will hire again.",5.0
27005,,"Excellent work was done, timely project completion, very prompt with all steps we had mentioned, cooperative. Thank you",5.0
27006,,"good job, and great design",5.0
27007,M,"“Great! Shuaixing took the time to find out exactly what my expectations were. He informed me every step of the way how, and what he was developing. He went above and beyond to help me and took extra time to make sure I understood.  Competent, patient and very professional. A job well done.",5.0
27008,,Excellent work. Thank you.,4.7
27009,,good job,5.0
27010,M,On time on budget and we will use Mukesh again,5.0
27011,,nice design,5.0
27012,F,Good in general,5.0
27013,M,"Eduardo is an AMAZING PROGRAMMER! I've worked on more than 500 projects here at Freelancer and Eduardo has to be among my top 10 programmers. He's easy to work with and suggest solutions. He has delivered clean code, on time, within budget and has shows extreme professionalism. I do recommend him!",5.0
27014,,It was truly a great experience working with DLB. They are very professional and simply amazed with their technical and project management skills. I would love to work with them again.,5.0
27015,F,"FANTASTIC! This is the second time I have hired Joleen. I hired Joleen to create/develop a SHOPIFY website. Joleen went above and beyond in the delivery of this project. She went to great pains to ensure the project was delivered on time. As I am not very tech savvy, Joleen provided me with extensive advice and assistance on what features would and wouldn’t work. Joleen went out of her way to identify appropriate plugins and apps to facilitate sales on my website. 
I cannot recommend Joleen highly enough. Joleen is an ideal choice for any website design, SEO, coding or other website orientated work.  Without Joleen my website would never have been as awesome as it is!  Thank you Joleen.",5.0
27016,,incredible designer!,5.0
27017,M,terrible. not recommended,4.7
27018,,This is my second time working with the Leopedia Team. I highly recommend hiring them!,5.0
27019,,Have hired before and will hire again. High quality work.,5.0
27020,M,"very talented guy, fast in work and superb communication.. we will do next project soon..",5.0
27021,M,"very good, honest
will hire him again",5.0
27022,M,"Nice guy and really helpful! 
Thank you! :)",5.0
27023,,amazing work this business card will stand out from the rest.,5.0
27024,M,I enjoyed working with this contractor. His expertise and professionalism are outstanding. His English is probably better than mine (and its my first language) and he contributed to the outcome above and beyond the modelling scope required.,5.0
27025,M,"Amit is very good and patient with his work. Even after we agreed on the project, I looked at it and asked him to make another change. He did not complain. He communicated with me all the way until I was happy 100%. So, I will definitely suggest him. In future, I will hire him again. Good job Amit. You actually satisfied me 100%",0.0
27026,M,On time and perfect job. I also asked for more files and he did them,5.0
27027,,This freelancer went above and beyond to deliver and live up to my high expectations. The communication and use of own initiative is what sets this specific Freelancer apart from the rest. Trustworthy & Reliable - thank you.,5.0
27028,F,Saminakaran was very flexible to work with. He did revise several time after delivering the first draft.,5.0
27029,M,Wonderful design! I recommend !,5.0
27030,M,great work always,5.0
27031,M,I will work again right after this project.,5.0
27032,M,THIS - THIS is a REALLY sharp guy. I cannot give him enough credit. He literally fixed a problem that dozens of people could not and admitted they could not fix. WONDERFUL coder and HIGHLY recommended.,1.0
27033,M,It was an absolute pleasure to work with this developer. Excellent communication all the way through the project. He has developed an excellent application on android and ios. He is very skilled and professional. We are very happy with the product and wull certainly be using his services again in the future. I would highly reccomend  hiring him for your projects. Thank you again..,5.0
27034,M,The best salesforce freelancer. Super responsive and thorough. Thank you.,5.0
27035,,"Great work. Conscientious, skilled and goes the extra mile to get the project done perfectly.",5.0
27036,M,Great person to work with,5.0
27037,,Great and fast,5.0
27038,F,The project is not completed according to the dispute,5.0
27039,M,This is my 15th or 20th Project with Alin. He always delivers on time and does the work without waiting for our follow-up or push. Always exceeds our expectation.,4.2
27040,M,He is a real professional to work with. It's great to be associated with him.,5.0
27041,,The work wasn't fully accurate so a little lower rating,5.0
27042,M,Great - I was in time crunch - he was great...,5.0
27043,,"Did well, was able to fix a few things up for me when asked! Thanks",4.0
27044,M,Very very good programmer and listens to how you want things and goes above and beyond to deliver,5.0
27045,,Great job. Got the job done fast.,5.0
27046,M,"Very professional, will hire for future projects",5.0
27047,M,Great,5.0
27048,F,"We tried many people but no one meets our idea but Nikita did a great job, we are much satisfied with her [login to view URL] you, Nikita.",5.0
27049,M,"Very excellent work attitude, on time and hardworking. Will work with him on more projects.",5.0
27050,,Super great,5.0
27051,F,It was good as far as communication and professionalism. She was very fair in her ask and straight forward of what she can deliver and what she cannot. The parts which was technical and that she wasn't able to deliver she waived the charge for it.,5.0
27052,,La communication avec Sylvia a été tres simple et le travail a été livré dans les temps.,4.0
27053,,Best guy from India I ever worked with. I recommend.,5.0
27054,,Good scraping job,5.0
27055,,"GREAT, WE WILL USE AGAIN",5.0
27056,M,"Was great to work with him, even that this project was my first one on freelancer, taugh me how freelancer works, i will work with him in the future!",2.8
27057,,"Many Thanks, very best developer - excellent work !

[17 July, 2018] Perfekt - Excellent Job - Many Thanks!",5.0
27058,,Very professional,4.9
27059,F,she works perfectly!,4.8
27060,,nice performance,4.8
27061,,Thank you for your service,5.0
27062,M,Good quality product!,5.0
27063,F,Amazing - High Quality Work,4.8
27064,F,Best Freelancer to work with. Will hire her again,5.0
27065,M,"Amazing Work Ethic and service provided. Always kept me up to date on the projects work. Gives great information on concepts i did not understand, helped simplify my project. Absolutely Amazing to work with would definitely use his services again and recommend to anyone else.",5.0
27066,M,Quick and smart! Finished project exactly according to agreed specifications. Communicates very well in English. Will definitely use him again!,5.0
27067,M,Second time working with them... One of the best designers on the site... Great work,5.0
27068,M,Good work,5.0
27069,,Belter of a designer. Fully recommend,5.0
27070,M,Best Experience,5.0
27071,,"Creative, professional and helpful developer/designer. AAA+++",4.5
